"Num","Time","%","Players","GF","GA","+/-","SF","SA","SF%","CF","CA","CF%"
"204","0:04","0.0","BRANDON TANEV - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"205","0:04","0.0","DYLAN GUENTHER - JOSH DOAN - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"206","0:04","0.0","CLAYTON KELLER - DYLAN GUENTHER - JJ PETERKA - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"207","0:04","0.0","JACK MCBAIN - DYLAN GUENTHER - LOGAN COOLEY","1","0","1","1","0","100.0","1","0","100.0"
"208","0:04","0.0","BARRETT HAYTON - KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"209","0:04","0.0","LOGAN COOLEY","0","0","0","0","0","0.0","1","0","100.0"
"210","0:04","0.0","LIAM O'BRIEN - DYLAN GUENTHER - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"211","0:04","0.0","ANDREW AGOZZINO - LAWSON CROUSE - CLAYTON KELLER","0","0","0","0","0","0.0","0","0","0.0"
"212","0:04","0.0","JJ PETERKA - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"213","0:04","0.0","NICK SCHMALTZ - CLAYTON KELLER","0","0","0","0","0","0.0","0","0","0.0"
"214","0:03","0.0","NICK SCHMALTZ - BARRETT HAYTON - DYLAN GUENTHER - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"215","0:03","0.0","NICK BJUGSTAD - MICHAEL CARCONE - KAILER YAMAMOTO","0","0","0","0","0","0.0","0","0","0.0"
"216","0:03","0.0","BARRETT HAYTON - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"217","0:03","0.0","NICK BJUGSTAD - LAWSON CROUSE - CLAYTON KELLER - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"218","0:03","0.0","NICK SCHMALTZ - KAILER YAMAMOTO - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"219","0:03","0.0","CLAYTON KELLER - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"220","0:03","0.0","BRANDON TANEV - BARRETT HAYTON - KEVIN STENLUND - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"221","0:03","0.0","CLAYTON KELLER - KEVIN STENLUND - DYLAN GUENTHER - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"222","0:03","0.0","NICK BJUGSTAD - ALEXANDER KERFOOT - NICK SCHMALTZ","0","0","0","0","0","0.0","0","0","0.0"
"223","0:03","0.0","KAILER YAMAMOTO - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"224","0:03","0.0","NICK BJUGSTAD - BARRETT HAYTON - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"225","0:03","0.0","NICK BJUGSTAD - NICK SCHMALTZ - KAILER YAMAMOTO","0","0","0","0","0","0.0","0","0","0.0"
"226","0:03","0.0","BRANDON TANEV - KEVIN STENLUND - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"227","0:03","0.0","LAWSON CROUSE - BRANDON TANEV - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"228","0:02","0.0","NICK SCHMALTZ - DYLAN GUENTHER - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"229","0:02","0.0","MICHAEL CARCONE - JJ PETERKA - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"230","0:02","0.0","LAWSON CROUSE - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"231","0:02","0.0","MICHAEL CARCONE - JOSH DOAN - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"232","0:02","0.0","NICK SCHMALTZ - DYLAN GUENTHER","0","0","0","0","0","0.0","0","0","0.0"
"233","0:02","0.0","BRANDON TANEV - KAILER YAMAMOTO - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"234","0:02","0.0","BRANDON TANEV - BARRETT HAYTON - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"235","0:02","0.0","ALEXANDER KERFOOT - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"236","0:02","0.0","LIAM O'BRIEN - LAWSON CROUSE - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"237","0:02","0.0","ALEXANDER KERFOOT - NICK SCHMALTZ - DYLAN GUENTHER","0","0","0","0","0","0.0","0","0","0.0"
"238","0:02","0.0","ANDREW AGOZZINO - NICK SCHMALTZ - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"239","0:02","0.0","LAWSON CROUSE - MICHAEL CARCONE - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"240","0:02","0.0","CLAYTON KELLER - BARRETT HAYTON - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"241","0:02","0.0","KAILER YAMAMOTO - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"242","0:02","0.0","NICK BJUGSTAD - KEVIN STENLUND - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"243","0:02","0.0","BARRETT HAYTON - JACK MCBAIN - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"244","0:02","0.0","NICK BJUGSTAD - ALEXANDER KERFOOT - CLAYTON KELLER - KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"245","0:02","0.0","NICK SCHMALTZ - KEVIN STENLUND - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"246","0:02","0.0","BRANDON TANEV - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"247","0:02","0.0","LAWSON CROUSE - KAILER YAMAMOTO - DYLAN GUENTHER","0","0","0","0","0","0.0","1","0","100.0"
"248","0:02","0.0","BRANDON TANEV - KAILER YAMAMOTO - DYLAN GUENTHER","0","0","0","0","0","0.0","0","0","0.0"
"249","0:02","0.0","ALEXANDER KERFOOT - KEVIN STENLUND - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"250","0:02","0.0","NICK SCHMALTZ - CLAYTON KELLER - JACK MCBAIN - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"251","0:02","0.0","NICK BJUGSTAD - LAWSON CROUSE - CLAYTON KELLER","0","0","0","0","0","0.0","0","0","0.0"
"252","0:02","0.0","LIAM O'BRIEN - KEVIN STENLUND - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"253","0:02","0.0","ANDREW AGOZZINO - LAWSON CROUSE","0","0","0","0","0","0.0","0","0","0.0"
"254","0:02","0.0","NICK BJUGSTAD - CLAYTON KELLER - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"255","0:02","0.0","LAWSON CROUSE - BRANDON TANEV","0","0","0","0","0","0.0","0","0","0.0"
"256","0:02","0.0","CLAYTON KELLER - BARRETT HAYTON - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"257","0:02","0.0","BARRETT HAYTON - KEVIN STENLUND - DYLAN GUENTHER","0","0","0","0","0","0.0","0","0","0.0"
"258","0:02","0.0","ALEXANDER KERFOOT - LAWSON CROUSE - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"259","0:01","0.0","MICHAEL CARCONE - CLAYTON KELLER - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"260","0:01","0.0","NICK BJUGSTAD - LAWSON CROUSE","0","0","0","0","0","0.0","0","0","0.0"
"261","0:01","0.0","JOSH DOAN - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"262","0:01","0.0","NICK BJUGSTAD - ALEXANDER KERFOOT - KEVIN STENLUND - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"263","0:01","0.0","KAILER YAMAMOTO - KEVIN STENLUND - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"264","0:01","0.0","ANDREW AGOZZINO - CLAYTON KELLER - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"265","0:01","0.0","BRANDON TANEV - CLAYTON KELLER - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"266","0:01","0.0","BRANDON TANEV - NICK SCHMALTZ - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"267","0:01","0.0","BRANDON TANEV - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"268","0:01","0.0","NICK SCHMALTZ - JACK MCBAIN - DYLAN GUENTHER","0","0","0","0","0","0.0","0","0","0.0"
"269","0:01","0.0","NICK SCHMALTZ - KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"270","0:01","0.0","KAILER YAMAMOTO - BARRETT HAYTON - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"271","0:01","0.0","JACK MCBAIN - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"272","0:01","0.0","NICK SCHMALTZ","0","0","0","0","0","0.0","0","0","0.0"
"273","0:01","0.0","KEVIN STENLUND - JACK MCBAIN - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"274","0:01","0.0","NICK SCHMALTZ - CLAYTON KELLER - DYLAN GUENTHER","0","0","0","0","0","0.0","0","0","0.0"
"275","0:01","0.0","NICK SCHMALTZ - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"276","0:01","0.0","LIAM O'BRIEN - KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"277","0:01","0.0","KAILER YAMAMOTO - BARRETT HAYTON - DYLAN GUENTHER","0","0","0","0","0","0.0","0","0","0.0"
"278","0:01","0.0","ALEXANDER KERFOOT - CLAYTON KELLER - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"279","0:01","0.0","KAILER YAMAMOTO - KEVIN STENLUND - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"280","0:01","0.0","ANDREW AGOZZINO - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"281","0:01","0.0","LAWSON CROUSE - BRANDON TANEV - KEVIN STENLUND - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"282","0:01","0.0","NICK SCHMALTZ - BARRETT HAYTON - JACK MCBAIN - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"283","0:01","0.0","LAWSON CROUSE - CLAYTON KELLER - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"284","0:01","0.0","NICK BJUGSTAD - CLAYTON KELLER - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"285","0:01","0.0","BRANDON TANEV - NICK SCHMALTZ - CLAYTON KELLER - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"286","0:01","0.0","KEVIN STENLUND - JACK MCBAIN - JJ PETERKA","0","0","0","0","0","0.0","0","0","0.0"
"287","0:01","0.0","NICK BJUGSTAD - KEVIN STENLUND - JACK MCBAIN - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"288","0:01","0.0","NICK BJUGSTAD - NICK SCHMALTZ - KAILER YAMAMOTO - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"289","0:01","0.0","NICK SCHMALTZ - KAILER YAMAMOTO - BARRETT HAYTON - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"290","0:01","0.0","NICK SCHMALTZ - JOSH DOAN - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"291","0:01","0.0","LAWSON CROUSE - NICK SCHMALTZ - KAILER YAMAMOTO","0","0","0","0","0","0.0","0","0","0.0"
"292","0:01","0.0","NICK BJUGSTAD - ALEXANDER KERFOOT - BARRETT HAYTON","0","0","0","0","0","0.0","0","0","0.0"
"293","0:01","0.0","ANDREW AGOZZINO - JJ PETERKA - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"294","0:01","0.0","NICK SCHMALTZ - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
"295","0:01","0.0","LAWSON CROUSE - KAILER YAMAMOTO - BARRETT HAYTON - JACK MCBAIN","0","0","0","0","0","0.0","0","0","0.0"
"296","0:01","0.0","NICK BJUGSTAD - NICK SCHMALTZ - BARRETT HAYTON - KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"297","0:01","0.0","NICK BJUGSTAD - LAWSON CROUSE - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"298","0:01","0.0","ALEXANDER KERFOOT - LAWSON CROUSE - KEVIN STENLUND - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"299","0:01","0.0","ANDREW AGOZZINO - CLAYTON KELLER","0","0","0","0","0","0.0","0","0","0.0"
"300","0:01","0.0","LAWSON CROUSE - DYLAN GUENTHER","0","0","0","0","0","0.0","0","0","0.0"
"301","0:01","0.0","BRANDON TANEV - KEVIN STENLUND - DYLAN GUENTHER","0","0","0","0","0","0.0","0","0","0.0"
"302","0:01","0.0","BRANDON TANEV - KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"303","0:01","0.0","KAILER YAMAMOTO - BARRETT HAYTON - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"304","0:01","0.0","KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"305","0:01","0.0","NICK BJUGSTAD - KEVIN STENLUND - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"306","0:01","0.0","NICK BJUGSTAD - ALEXANDER KERFOOT - KEVIN STENLUND - JOSH DOAN","0","0","0","0","0","0.0","0","0","0.0"
"307","0:01","0.0","NICK BJUGSTAD - ALEXANDER KERFOOT - NICK SCHMALTZ - KEVIN STENLUND","0","0","0","0","0","0.0","0","0","0.0"
"308","0:01","0.0","LAWSON CROUSE - KAILER YAMAMOTO","0","0","0","0","0","0.0","0","0","0.0"
"309","0:01","0.0","LAWSON CROUSE - KEVIN STENLUND - LOGAN COOLEY","0","0","0","0","0","0.0","0","0","0.0"
